一个	yi2'ge4
落座	luo4'zuo4
落彀	luo4'gou4
落得	luo4'de2
落得	luo4'de5
落忍	lao4'ren3
落成	luo4'cheng2
落户	luo4'hu4
落手	luo4'shou3
落托	luo4'tuo1
落拓	luo4'tuo4
落文	luo4'wen2
落日	luo4'ri4
落晖	luo4'hui1
落末	luo4'mo4
落枕	lao4'zhen3
落架	lao4'jia4
落栈	lao4'zhan4
落栈	luo4'zhan4
落榜	luo4'bang3
落槽	lao4'cao2
落款	luo4'kuan3
落水	luo4'shui3
落泊	luo4'bo2
落泪	luo4'lei4
落潮	luo4'chao2
落炕	lao4'kang4
落照	luo4'zhao4
落生	luo4'sheng1
落盘	luo4'pan2
落石	luo4'shi2
落磐	luo4'pan2
落神	la4'shen2
落空	la4'kong4
落空	lao4'kong1
落空	luo4'kong1
落空	luo4'kong4
落笔	luo4'bi3
落第	luo4'di4
落籍	luo4'ji2
落索	luo4'suo3
落红	luo4'hong2
落网	luo4'wang3
落胆	luo4'dan3
落脉	luo4'mai4
落脚	luo4'jiao3
落色	lao4'shai3
落色	luo4'se4
落花	luo4'hua1
落英	luo4'ying1
落草	luo4'cao3
落荒	luo4'huang1
落莫	luo4'mo4
落落	luo4'luo4
落葬	luo4'zang4
落葵	luo4'kui2
落薄	luo4'bo2
落藉	luo4'jie4
落解	luo4'jie3
落话	la4'hua4
落败	luo4'bai4
落足	luo4'zu2
落跑	luo4'pao3
落路	luo4'lu4
落选	luo4'xuan3
落钞	luo4'chao1
落钱	luo4'qian2
落难	luo4'nan4
落雨	luo4'yu3
落雪	luo4'xue3
落雷	luo4'lei2
落题	luo4'ti2
落马	luo4'ma3
落魄	luo4'po4
落魄	luo4'tuo4
葄枕	zuo4'zhen4
葅醢	ju1'hai3
葑菲	feng1'fei3
著地	zhuo2'di4
著称	zhu4'cheng1
著绩	zhu4'ji1
著花	zhuo2'hua1
葛优	ge3'you1
葛屦	ge2'ju4
葛巾	ge2'jin1
葛布	ge2'bu4
葛摩	ge3'mo2
葛根	ge2'gen1
葛洪	ge3'hong2
葛玄	ge3'xuan2
葛生	ge2'sheng1
葛粉	ge2'fen3
葛藟	ge2'lei3
葛藤	ge2'teng2
葛衣	ge2'yi1
葛覃	ge2'tan2
葛越	ge2'yue4
葡萄	pu2'tao2
葡萄	pu2'tao5
葧荠	bo2'qi2
葫芦	hu2'lu5
葬埋	zang4'mai2
葭莩	jia1'fu2
葵扇	kui2'shan4
蒙事	meng1'shi4
蒙住	meng1'zhu4
蒙住	meng2'zhu4
蒙养	meng2'yang3
蒙冤	meng2'yuan1
蒙冲	meng2'chong1
蒙受	meng2'shou4
蒙叟	meng2'sou3
蒙古	meng3'gu3
蒙召	meng2'zhao4
蒙吏	meng2'li4
蒙哄	meng2'hong3
蒙哥	meng2'ge1
蒙坑	meng2'keng1
蒙城	meng2'cheng2
蒙塾	meng2'shu2
蒙头	meng2'tou2
蒙学	meng2'xue2
蒙尘	meng2'chen2
蒙山	meng2'shan1
蒙师	meng2'shi1
蒙席	meng2'xi2
蒙庄	meng2'zhuang1
蒙恩	meng2'en1
蒙恬	meng2'tian2
蒙戎	meng2'rong2
蒙拾	meng2'shi2
蒙文	meng3'wen2
蒙族	meng2'zu2
蒙日	meng2'ri4
蒙昧	meng2'mei4
蒙昧	meng2'mei4
蒙求	meng2'qiu2
蒙汜	meng2'si4
蒙混	meng1'hun4
蒙混	meng2'hun4
蒙混	meng2'hun4
蒙爱	meng2'ai4
蒙牛	meng2'niu2
蒙田	meng2'tian2
蒙皮	meng2'pi2
蒙眬	meng2'long2
蒙着	meng1'zhao2
蒙瞍	meng2'sou3
蒙稚	meng2'zhi4
蒙童	meng2'tong2
蒙笼	meng2'long2
蒙络	meng2'luo4
蒙羞	meng2'xiu1
蒙聩	meng2'kui4
蒙胞	meng2'bao1
蒙自	meng2'zi4
蒙茏	meng2'long2
蒙茸	meng2'rong2
蒙药	meng1'yao4
蒙药	meng2'yao4
蒙蒙	meng2'meng2
蒙蒙	meng2'meng2
蒙蔽	meng1'bi4
蒙蔽	meng2'bi4
蒙覆	meng3'fu4
蒙谷	meng2'gu3
蒙阴	meng2'yin1
蒙难	meng2'nan4
蒙面	meng2'mian4
蒙馆	meng2'guan3
蒙骗	meng1'pian4
蒙骗	meng1'pian4
蒜发	suan4'fa3
蒜泥	suan4'ni2
蒲扇	pu2'shan4
蒸散	zheng1'san4
蒸露	zheng1'lu4
蒸馏	zheng1'liu4
蓁椒	qin2'jiao1
蓄发	xu4'fa3
蓄谋	xu4'mou2
蓄谋	xu4'mou4
蓊茸	weng3'rong3
蓝菌	lan2'jun1
蓝调	lan2'diao4
蓦的	mo4'di4
蓬发	peng2'fa3
蓬茆	peng2'mao2
蓬蓬	peng2'peng2
蓬蓬	peng2'peng5
蓬转	peng2'zhuan3
蓬阆	peng2'lang3
蓬颗	peng2'ke3
蓼科	liao3'ke1
蓼花	liao3'hua1
蓼莪	lu4'e2
蓼萧	liao3'xiao1
蓼蓝	liao3'lan2
蓼蓼	lu4'lu4
蔂梩	lei2'li2
蔑称	mie4'cheng1
蔑蒙	mie4'meng2
蔓延	man4'yan2
蔓生	man4'sheng1
蔓荆	man4'jing1
蔓草	man4'cao3
蔓菁	man2'jing5
蔓藤	man4'teng2
蔓衍	man4'yan3
蔓词	man4'ci2
蔓说	man4'shuo1
蔗浆	zhe4'jiang1
蔗露	zhe4'lu4
蔚为	wei4'wei2
蔚县	yu4'xian4
蔚蔚	yu4'yu4
蔡叔	cai4'shu2
蔫儿	nian1'r5
蔫甘	nian1'gan5
蔷薇	qiang2'wei2
蔽塞	bi4'se4
蔽席	fu2'xi2
蔽空	bi4'kong1
蔽芾	bi4'fei4
蕃坊	fan1'fang1
蕃娈	fan2'lvan3
蕃帽	fan1'mao4
蕃息	fan2'xi2
蕃舶	fan1'bo2
蕃茄	fan1'qie2
蕉扇	jiao1'shan4
蕉萃	qiao2'cui4
蕉葛	jiao1'ge2
蕴和	yun4'he2
蕴结	yun4'jie2
蕴藉	yun4'jie4
蕴藏	yun4'cang2
蕹菜	yong1'cai4
薄云	bo2'yun2
薄产	bo2'chan3
薄亲	bo2'qin1
薄仪	bo2'yi2
薄伎	bo2'ji4
薄俗	bo2'su2
薄具	bo2'ju4
薄分	bo2'fen4
薄利	bo2'li4
薄劣	bo2'lie4
薄厚	bo2'hou4
薄命	bo2'ming4
薄地	bo2'di4
薄壳	bo2'ke2
薄夫	bo2'fu1
薄头	bo2'tou2
薄媚	bo2'mei4
薄宦	bo2'huan4
薄层	bao2'ceng2
薄干	bo2'gan4
薄幸	bo2'xing4
薄幸	bo2'xing4
薄弱	bo2'ruo4
薄待	bo2'dai4
薄怯	bo2'que4
薄恶	bo2'e4
薄情	bo2'qing2
薄惩	bo2'cheng2
薄意	bo2'yi4
薄技	bo2'ji4
薄明	bo2'ming2
薄晓	bo2'xiao3
薄晚	bo2'wan3
薄暗	bo2'an4
薄暮	bo2'mu4
薄曲	bo2'qu1
薄板	bao2'ban3
薄母	bo2'mu3
薄海	bo2'hai3
薄片	bao2'pian4
薄片	bo2'pian4
薄田	bo2'tian2
薄相	bo2'xiang4
薄眉	bo2'mei2
薄礼	bo2'li3
薄祜	bo2'hu4
薄福	bo2'fu2
薄篮	bo2'lan2
薄纱	bao2'sha1
薄纱	bo2'sha1
薄纸	bao2'zhi3
薄耆	bo2'qi2
薄脆	bao2'cui4
薄脆	bo2'cui4
薄脸	bo2'lian3
薄膜	bo2'mo2
薄膜	bo2'mo4
薄荷	bo4'he5
薄落	bo2'luo4
薄蓝	bo2'lan2
薄薄	bo2'bo2
薄行	bo2'xing4
薄装	bo2'zhuang1
薄识	bo2'shi4
薄贱	bo2'jian4
薄贴	bo2'tie1
薄遽	bo2'ju4
薄酌	bo2'zhuo2
薄酒	bao2'jiu3
薄酬	bo2'chou2
薄醉	bo2'zui4
薄陋	bo2'lou4
薄雾	bo2'wu4
薄面	bo2'mian4
薄饼	bao2'bing3
薄饼	bo2'bing3
薄鬓	bo2'bin4
薇蕨	wei2'jue2
薙发	ti4'fa3
薛涛	xue1'tao2
薝卜	zhan1'bo2
薢茩	xie4'gou3
薤露	xie4'lu4
薪传	xin1'chuan2
薪给	xin1'ji3
薯片	shu3'pian4
薯莨	shu3'liang2
薰豁	xun1'huo4
藋粱	di2'liang2
藏书	cang2'shu1
藏人	zang4'ren2
藏匿	cang2'ni4
藏历	zang4'li4
藏品	cang2'pin3
藏奸	cang2'jian1
藏娇	cang2'jiao1
藏幸	cang2'xing4
藏形	cang2'xing2
藏怒	cang2'nu4
藏愚	cang2'yu2
藏拙	cang2'zhuo2
藏掖	cang2'ye1
藏掩	cang2'yan3
藏文	zang4'wen2
藏族	zang4'zu2
藏机	cang2'ji1
藏活	cang2'huo2
藏独	zang4'du2
藏獒	zang4'ao2
藏私	cang2'si1
藏经	zang4'jing1
藏羚	zang4'ling2
藏蓝	zang4'lan2
藏词	cang2'ci2
藏语	zang4'yu3
藏象	zang4'xiang4
藏踪	cang2'zong1
藏身	cang2'shen1
藏躲	cang2'duo3
藏钩	cang2'gou1
藏锋	cang2'feng1
藏阄	cang2'jiu1
藏青	zang4'qing1
藏香	zang4'xiang1
藏𢬍		cang2'ye4
藓苔	xian3'tai2
藕荷	ou3'he2
藩台	fan2'tai2
藩司	fan2'si1
藩国	fan2'guo2
藩屏	fan2'ping2
藩属	fan2'shu3
藩库	fan2'ku4
藩府	fan2'fu3
藩服	fan2'fu2
藩溷	fan2'hun4
藩篱	fan2'li2
藩辅	fan2'fu3
藩邸	fan2'di3
藩镇	fan2'zhen4
蘑菇	mo2'gu5
蘗米	bo4'mi3
蘘荷	rang2'he2
蘮蒘	ji4'ru2
虎刺	hu3'ci4
虎劲	hu3'jin4
虎圈	hu3'juan4
虎将	hu3'jiang4
虎穴	hu3'xue4
虎諕	hu3'xia4
虎贲	hu3'ben1
虐待	nve4'dai4
虓阚	xiao1'han3
虚伪	xu1'wei4
虚假	xu1'jia3
虚喝	xu1'he4
虚度	xu1'du4
虚怯	xu1'que4
虚掷	xu1'zhi2
虚数	xu1'shu4
虚空	xu1'kong1
虚糜	xu1'mi2
虚给	xu1'ji3
虚薄	xu1'bo2
虚赚	xu1'zhuan4
虫子	chong2'zi5
虰蛵	ding1'xing2
虱子	shi1'zi5
虹膜	hong2'mo4
虹鳟	hong2'zun4
虺虺	hui3'hui3
虺蜥	hui3'xi1
虺蜮	hui3'yu4
虺蜴	hui3'yi4
虺隤	hui1'tui2
虼蚤	ge4'zao5
虾子	xia1'zi3
虾子	xia1'zi5
虾干	xia1'gan1
虾米	xia1'mi5
虾芭	xia1'ba5
虾蟆	ha2'ma5
蚀刻	shi2'ke1
蚀相	shi2'xiang4
蚁穴	yi3'xue4
蚁结	yi3'jie2
蚂蚱	ma4'zha4
蚂蚱	ma4'zha5
蚂螂	ma1'lang5
蚊子	wen2'zi5
蚌埠	beng4'bu4
蚌壳	bang4'ke2
蚌山	beng4'shan1
蚌珠	bang4'zhu1
蚑行	qi2'xing2
蚕种	can2'zhong3
蚕薄	can2'bo2
蚡息	fen2'xi2
蚩拙	chi1'zhuo2
蚰蜒	you2'yan2
蚰蜒	you2'yan5
蚶子	han1'zi5
蚺䗊		tian4'tan4
蛇蛇	yi2'yi2
蛇行	she2'xing2
蛋卷	dan4'juan3
蛋壳	dan4'ke2
蛏子	cheng1'zi5
蛏干	cheng1'gan1
蛐蟮	qu1'shan4
蛐蟮	qu1'shan5
蛖蝼	mang2'lou2
蛛蛛	zhu1'zhu5
蛤柱	ge2'zhu4
蛤灰	ge2'hui1
蛤粉	ge2'fen3
蛤蚌	ge2'bang4
蛤蚌	ge2'beng4
蛤蚧	ge2'jie4
蛤蛎	ge2'li4
蛤蜊	ge2'li2
蛤蟆	ha2'ma5
蛤蟹	ha2'xie4
蛮子	man2'zi5
蛮横	man2'heng4
蛰伏	zhi2'fu2
蛰兽	zhi2'shou4
蛰居	zhi2'ju1
蛰藏	zhe2'cang2
蛰虫	zhi2'chong2
蛰蛰	zhi2'zhi2
蛰陷	zhi2'xian4
蛰雷	zhi2'lei2
蛲虫	rao2'chong2
蛾子	e2'zi5
蛾子	yi3'zi3
蛾绿	e2'lu4
蜀相	shu3'xiang4
蜂拥	feng1'yong3
蜂蒙	feng1'meng2
蜃蛤	shen4'ge2
蜃车	shen4'ju1
蜕变	shui4'bian4
蜗行	gua1'xing2
蜗行	wo1'xing2
蜚声	fei1'sheng1
蜚语	fei1'yu3
蜜供	mi4'gong4
蜜筒	mi4'tong2
蜜露	mi4'lu4
蜡弹	la4'dan4
蜡月	zha4'yue4
蜡查	la4'zha1
蜡祭	zha4'ji4
蜡膜	la4'mo4
蜡铺	la4'pu4
蜰虫	fei2'chong2
蜷曲	quan2'qu1
蜼彝	lei3'yi2
蜿蜒	wan3'yan2
蜿蜿	wan3'wan3
蜿蟺	wan3'shan4
蝇子	ying2'zi5
蝈蝈	guo1'guo5
蝉冠	chan2'guan1
蝌子	ke1'zi5
蝍蛆	ji2'ju1
蝎子	xie1'zi5
蝗蝻	huang2'nan2
蝤蛑	jiu1'mou2
蝥贼	mao2'ze2
蝲蛄	la4'gu1
蝲蛄	la4'gu3
蝳蝐	dai4'mei4
蝻子	nan2'zi5
螇蚸	xi1'li4
螇螰	xi1'lu4
螌蝥	ban1'mao2
融和	rong2'he2
融泄	rong2'yi4
融洽	rong2'xia2
螲蟷	die2'dang4
螵蛸	piao1'xiao1
螹胡	jian4'hu2
螺旋	luo2'xuan2
螺模	luo2'mo2
螺蛳	luo2'si5
螺钿	luo2'dian4
蟊贼	mao2'ze2
蟏蛸	xiao1'shao1
蟢子	xi3'zi5
蟹行	xie4'xing2
蟺蜎	chan2'juan1
蠕动	ruan3'dong4
蠕蠕	ruan3'ruan3
蠠没	mi4'mo4
蠡县	li3'xian4
蠡测	li2'ce4
蠡蠡	li2'li2
蠡酌	li2'zhuo2
蠲削	juan1'xue4
蠷蝚	qu2'rou2
蠼猱	jue2'nao2
蠼螋	jue2'sou1
血参	xie3'shen1
血尿	xie3'niao4
血尿	xue4'niao4
血液	xie3'ye4
血液	xie3'yi4
血液	xue3'ye4
血液	xue4'ye4
血量	xie3'liang4
血钻	xie3'zuan4
血钻	xue4'zuan4
衅恶	xin4'e4
行东	hang2'dong1
行为	xing2'wei2
行主	xing2'zhu3
行乐	xing2'le4
行乞	xing2'qi3
行书	xing2'shu1
行云	xing2'yun2
行人	xing2'ren2
行令	xing2'ling4
行仪	xing2'yi2
行伍	hang2'wu3
行会	hang2'hui4
行佣	hang2'yong4
行使	xing2'shi3
行使	xing2'shi4
行侣	xing2'lv3
行关	xing2'guan1
行军	xing2'jun1
行凶	xing2'xiong1
行分	hang2'fen1
行刑	xing2'xing2
行列	hang2'lie4
行刺	xing2'ci4
行动	xing2'dong4
行劫	xing2'jie2
行化	xing2'hua5
行匣	xing2'xia2
行医	xing2'yi1
行卷	xing2'juan4
行厨	xing2'chu2
行取	xing2'qu3
行口	hang2'kou3
行台	xing2'tai2
行号	hang2'hao4
行吟	xing2'yin2
行员	hang2'yuan2
行哭	xing2'ku1
行唐	xing2'tang2
行善	xing2'shan4
行囊	xing2'nang2
行在	xing2'zai4
行坐	xing2'zuo4
行复	xing2'fu4
行夜	xing2'ye4
行头	hang2'tou2
行头	xing2'tou5
行好	xing2'hao3
行媒	xing2'mei2
行子	hang2'zi5
行子	xing2'zi3
行孝	xing2'xiao4
行客	xing2'ke4
行宪	xing2'xian4
行宫	xing2'gong1
行家	hang2'jia1
行家	hang2'jia5
行将	xing2'jiang1
行市	hang2'shi4
行帮	hang2'bang1
行年	xing2'nian2
行幸	xing2'xing4
行库	hang2'ku4
行开	xing2'kai1
行当	hang2'dang5
行役	xing2'yi4
行径	xing2'jing4
行志	xing2'zhi4
行思	xing2'si1
行息	xing2'xi2
行情	hang2'qing2
行戏	hang2'xi4
行成	xing2'cheng2
行房	xing2'fang2
行拘	xing2'ju1
行持	xing2'chi2
行放	xing2'fang4
行政	xing2'zheng4
行散	xing2'san4
行文	xing2'wen2
行旅	xing2'lv3
行旌	xing2'jing1
行时	xing2'shi2
行星	xing2'xing1
行春	xing2'chun1
行景	xing2'jing3
行期	xing2'qi1
行期	xing2'qi2
行权	xing2'quan2
行李	xing2'li3
行李	xing2'li5
行杖	xing2'zhang4
行来	xing2'lai2
行枷	xing2'jia1
行栈	hang2'zhan4
行档	hang2'dang5
行检	xing2'jian3
行款	hang2'kuan3
行歌	xing2'ge1
行止	xing2'zhi3
行水	xing2'shui3
行淫	xing2'yin2
行游	xing2'you2
行潦	xing2'lao3
行灯	xing2'deng1
行灶	xing2'zao4
行炙	xing2'zhi4
行照	xing2'zhao4
行状	xing2'zhuang4
行状	xing4'zhuang4
行猎	xing2'lie4
行省	xing2'sheng3
行短	xing4'duan3
行礼	xing2'li3
行祠	xing2'ci2
行福	xing2'fu2
行程	xing2'cheng2
行窃	xing2'qie4
行窝	xing2'wo1
行童	xing2'tong2
行笔	xing2'bi3
行箧	xing2'qie4
行粮	xing2'liang2
行经	xing2'jing1
行署	xing2'shu3
行老	hang2'lao3
行者	xing2'zhe3
行聘	xing2'pin4
行能	xing4'neng2
行脚	xing2'jiao3
行腔	xing2'qiang1
行舟	xing2'zhou1
行船	xing2'chuan2
行色	xing2'se4
行苇	xing2'wei3
行草	xing2'cao3
行药	xing2'yao4
行菜	xing2'cai4
行营	xing2'ying2
行藏	xing2'cang2
行行	hang2'hang2
行行	hang4'hang4
行行	xing2'xing2
行装	xing2'zhuang1
行规	hang2'gui1
行诈	xing2'zha4
行话	hang2'hua4
行语	hang2'yu3
行谊	xing4'yi4
行财	xing2'cai2
行贩	xing2'fan4
行贾	xing2'gu3
行贿	xing2'hui4
行赇	xing2'qiu2
行走	xing2'zou3
行距	hang2'ju4
行路	xing2'lu4
行踏	xing2'ta4
行踪	xing2'zong1
行车	xing2'che1
行辈	hang2'bei4
行辕	xing2'yuan2
行进	xing2'jin4
行迟	xing2'chi2
行迹	xing2'ji1
行速	xing2'su4
行道	hang2'dao5
行道	xing2'dao4
行遣	xing2'qian3
行郎	xing2'lang2
行都	xing2'du1
行酒	xing2'jiu3
行针	xing2'zhen1
行钱	xing2'qian2
行铺	hang2'pu4
行销	xing2'xiao1
行长	hang2'zhang3
行间	hang2'jian1
行阵	hang2'zhen4
行院	hang2'yuan4
行障	xing2'zhang4
行露	hang2'lu4
行露	xing2'lu4
行食	xing2'shi2
行饭	xing2'fan4
行馆	xing2'guan3
行首	hang2'shou3
行香	xing2'xiang1
行驶	xing2'shi3
行骗	xing2'pian4
衔勒	xian2'le4
衔结	xian2'jie2
街上	jie1'shang5
街坊	jie1'fang5
衙门	ya2'men2
衙门	ya2'men5
衡行	heng2'xing2
衡量	heng2'liang2
衡量	heng2'liang5
衣冠	yi1'guan1
衣服	yi1'fu5
衣甲	yi1'jia3
衣甲	yi4'jia3
衣着	yi1'zhuo2
衣被	yi1'bei4
衣被	yi4'bei4
衣裳	yi1'shang5
衣车	yi1'ju1
补丁	bu3'ding5
补子	bu3'zi5
补强	bu3'qiang2
补数	bu3'shu4
补校	bu3'xiao4
补种	bu3'zhong4
补空	bu3'kong1
补给	bu3'ji3
补缀	bu3'zhui4
补血	bu3'xie3
补还	bu3'huan2
补钉	bu3'ding5
补阙	bu3'que1
补靪	bu3'ding5
表亲	biao3'qin1
表叔	biao3'shu2
表姊	biao3'jie3
表姊	biao3'zi3
表子	biao3'zi5
表率	biao3'shuai4
表相	biao3'xiang4
表识	biao3'zhi4
表露	biao3'lu4
衩衣	cha4'yi1
衫子	shan1'zi5
衮阙	gun3'que4
衯衯	fen1'fen1
衰落	shuai1'luo4
衲子	na4'zi5
衷曲	zhong1'qu1
衿假	jin1'jia3
衿曲	jin1'qu3
袄子	ao3'zi5
袅娜	niao3'nuo2
袅娜	niao3'nuo2
袋子	dai4'zi5
袍子	pao2'zi5
袒免	tan3'wen4
袒缚	tan3'fu2
袒裼	tan3'xi1
袒裼	tan3'xi2
袒露	tan3'lu4
袖子	xiu4'zi5
袜子	wa4'zi5
袜肚	mo4'du4
被卧	bei4'wo5
被发	pi1'fa3
被子	bei4'zi5
被甲	pi1'jia3
被祸	pi1'huo4
被罪	pi1'zui4
被褐	pi1'he2
被逮	bei4'dai3
袭击	xi2'ji2
袭迹	xi2'ji1
袭逮	xi2'dai4
袴子	ku4'zi5
袺𫋻		jie2'gui4
裁切	cai2'qie1
裁划	cai2'hua4
裁处	cai2'chu3
裁度	cai2'du4
裁度	cai2'duo4
裁答	cai2'da2
裁缝	cai2'feng2
裁缝	cai2'feng5
裁量	cai2'liang2
裂地	lie4'di4
裂开	lie4'kai5
裂片	lie4'pian4
裂缝	lie4'feng4
装假	zhuang1'jia3
装弹	zhuang1'dan4
装裹	zhuang1'guo5
装载	zhuang1'zai4
裆劲	dang1'jin4
裋褐	shu4'he2
裒敛	pou2'lian4
裘葛	qiu2'ge2
裘褐	qiu2'he2
裙子	qun2'zi5
裣衽	lian3'ren4
裣衽	lian4'ren4
裤子	ku4'zi5
裤衩	ku4'cha3
裤褶	ku4'xi2
裨将	pi2'jiang4
裨海	pi2'hai3
裨益	bi4'yi4
裨贩	pi2'fan4
裱糊	biao3'hu2
裳帏	chang2'wei3
裴度	pei2'du4
裸地	luo3'di4
裸奔	luo3'ben1
裸裎	luo3'cheng2
裸露	luo3'lu4
裹创	guo3'chuang1
裹抹	guo3'mo5
裹挟	guo3'xie2
裹肚	guo3'du4
裹脚	guo3'jiao3
裹脚	guo3'jiao5
褂子	gua4'zi5
褊褼	pian2'xian1
褎然	you4'ran2
褐变	he2'bian4
褐土	he2'tu3
褐夫	he2'fu1
褐炭	he2'tan4
褐煤	he2'mei2
褐色	he2'se4
褐藻	he2'zao3
褐袖	he2'xiu4
褒弹	bao1'tan2
褒贬	bao1'bian3
褒贬	bao1'bian5
褚衣	chu3'yi1
褡裢	da1'lian2
褡裢	da1'lian5
褥子	ru4'zi5
褪光	tui4'guang1
褪色	tui4'se4
褪色	tui4'shai3
褪色	tun4'se4
褯子	jie4'zi5
褶子	xi2'zi5
褶子	xue2'zi5
褶子	zhe2'zi5
褶子	zhe3'zi5
褶曲	zhe2'qu1
褶曲	zhe3'qu1
褶皱	zhe2'zhou4
褶皱	zhe3'zhou4
褶裙	zhe2'qun2
襂𫄥		shan1'shi3
襛华	nong2'hua1
襞褶	bi4'zhe2
襟度	jin1'du4
襟曲	jin1'qu1
西乐	xi1'yue4
西和	xi1'he2
西堤	xi1'ti2
西宁	xi1'ning2
西打	xi1'da2
西曲	xi1'qu3
西燕	xi1'yan1
西片	xi1'pian4
西藏	xi1'zang4
西调	xi1'diao4
西都	xi1'du1
要买	yao1'mai3
要冲	yao4'chong1
要击	yao1'ji1
要击	yao1'ji2
要切	yao4'qie4
要功	yao1'gong1
要劫	yao1'jie2
要勒	yao1'le4
要和	yao4'han4
要和	yao4'he2
要地	yao4'di4
要塞	yao4'sai4
要妙	yao1'miao4
要子	yao4'zi5
要市	yao1'shi4
要强	yao4'qiang2
要得	yao4'de2
要得	yao4'de5
要挟	yao1'xie2
要时	yao1'shi2
要是	yao4'shi4
要是	yao4'shi5
要晕	yao1'yun1
要服	yao1'fu2
要束	yao1'shu4
要求	yao1'qiu2
要盟	yao1'meng2
要眇	yao1'miao3
要看	yao4'kan4
要离	yao1'li2
要约	yao1'yue1
要约	yao4'yue1
要结	yao1'jie2
要绖	yao1'die2
要胁	yao1'xie2
要荒	yao1'huang1
要褭	yao1'niao3
要誓	yao1'shi4
要质	yao1'zhi2
要质	yao1'zhi4
要领	yao1'ling3
要领	yao4'ling3
覆没	fu4'mo4
覆盖	fu4'gai4
覆载	fu4'zai4
覶缕	luo2'lv3
见便	jian4'bian4
见几	jian4'ji1
见危	jian4'wei2
见在	xian4'zai4
见地	jian4'di4
见得	jian4'de2
见意	xian4'yi4
见成	xian4'cheng2
见教	jian4'jiao4
见称	jian4'cheng1
见粮	xian4'liang2
见背	jian4'bei1
见背	jian4'bei4
见证	jian4'zheng4
见证	jian4'zheng5
见识	jian4'shi4
见识	jian4'shi5
见钱	xian4'qian2
见难	jian4'nan2
观主	guan4'zhu3
观塘	guan4'tang2
观宇	guan4'yu3
观省	guan1'xing3
观看	guan1'kan4
观行	guan1'xing4
规划	gui1'hua4
规度	gui1'du4
规模	gui1'mo2
规率	gui1'lv4
规矩	gui1'ju3
规矩	gui1'ju5
规讽	gui1'feng4
视为	shi4'wei2
视差	shi4'cha1
视息	shi4'xi2
视朝	shi4'chao2
觉得	jue2'de5
觊豁	ji4'huo4
觐礼	jin3'li3
觐见	jin3'jian4
觐谒	jin3'ye4
觑当	qu4'dang1
觑忽	qu4'hu5
觑空	qu4'kong4
觑糊	qu4'hu5
角冠	jue2'guan1
角力	jiao3'li4
角力	jue2'li4
角妓	jue2'ji4
角子	jiao3'zi5
角宿	jue2'xiu4
角度	jiao3'du4
角弓	jiao3'gong1
角弓	jue2'gong1
角抵	jue2'di3
角招	jue2'shao2
角斗	jue2'dou4
角枕	jue2'zhen3
角立	jue2'li4
角粽	jue2'zong4
角膜	jiao3'mo4
角色	jiao3'se4
角色	jue2'se4
角落	jiao3'luo4
角落	jue2'luo4
角角	jue2'jue2
角调	jue2'diao4
角逐	jiao3'zhu2
角逐	jue2'zhu2
角里	lu4'li3
角马	jue2'ma3
角鹰	jue2'ying1
角黍	jue2'shu3
觚棱	gu1'leng2
觜宿	zi1'xiu4
觜蠵	zi1'xi1
觜觽	zi1'xi1
觜鼻	zui3'bi2
解人	jie3'ren2
解人	jie4'ren2
解元	jie4'yuan2
解剖	jie3'pou3
解危	jie3'wei2
解县	xie4'xian4
解发	jie4'fa1
解和	jie3'he2
解头	jie4'tou2
解子	jie4'zi5
解官	jie3'guan1
解官	jie4'guan1
解差	jie4'chai1
解帖	jie4'tie3
解库	jie4'ku4
解廌	xie4'zhi4
解当	jie4'dang4
解散	jie3'san4
解数	jie3'shu4
解池	xie4'chi2
解答	jie3'da2
解缚	jie3'fu2
解褐	jie3'he2
解调	jie3'diao4
解送	jie4'song4
解闷	jie3'men4
解难	jie3'nan4
触兴	chu4'xing4
触处	chu4'chu4
触屏	chu4'ping2
触摸	chu4'mo1
触突	chu4'tu2
觰沙	zha1'sha5
言传	yan2'chuan2
言和	yan2'he2
言教	yan2'jiao4
言行	yan2'xing2
言行	yan2'xing4
言言	yan2'yan2
言言	yin2'yin2
言语	yan2'yu3
言语	yan2'yu5
言重	yan2'zhong4
訰訰	zhun4'zhun4
訾厉	zi3'li4
訾病	zi3'bing4
訾短	zi3'duan3
訾议	zi3'yi4
訾黄	zi1'huang2
詈辱	li4'ru4
誉为	yu4'wei2
誖谩	bei4'man4
諔诡	chu4'gui3
諕人	xia4'ren2
諕吓	xia4'xia4
謈怨	po4'yuan4
謞謞	xue4'xue4
謦欬	qing4'kai4
謻台	yi2'tai2
謻门	yi2'men2
警种	jing3'zhong3
警角	jing3'jue2
讘䛟		zhe2'jia2
计会	ji4'kuai4
计偕	ji4'xie2
计分	ji4'fen1
计划	ji4'hua4
计数	ji4'shu4
计结	ji4'jie2
计都	ji4'du1
订亲	ding4'qin1
认为	ren4'wei2
认亲	ren4'qin1
认分	ren4'fen4
认得	ren4'de5
认识	ren4'shi5
讥刺	ji1'ci4
讥呵	ji1'he1
讥讽	ji1'feng4
讧乱	hong2'luan4
讧阻	hong2'zu3
讨亲	tao3'qin1
讨伐	tao3'fa1
讨教	tao3'jiao4
讨究	tao3'jiu4
讨还	tao3'huan2
让与	rang4'yu3
讫了	qi4'liao3
训蒙	xun4'meng2
议亲	yi4'qin1
议和	yi4'he2
议场	yi4'chang2
议处	yi4'chu3
